,NO,일반/집합 구분,대지위치,도로명주소,건물명칭,동명칭,세대,호,가구,대지면적(㎡),건축면적(㎡),연면적(㎡),용적률산정용면적(㎡),건폐율(%),용적률(%),주구조,용도,지붕구조,지하층수(층),지상층수(층),높이(ｍ),부속건축물(동),부속건축물(㎡),주차장_자주식_옥내(대),주차장_자주식_옥외(대),주차장_자주식_인근(대),주차장_기계식_옥내(대),주차장_기계식_옥외(대),주차장_기계식_인근(대),주차장면제(대),승용승강기(대),비상용승강기(대),허가일자,착공일자,사용승인일자,에너지효율등급,에너지절감률(%),에너지성능지표(EPI)점수,친환경인증등급,친환경인증점수,지능형인증등급,지능형인증점수,위도,경도,위경도
657,20,집합,서울특별시 강동구 천호동 42,서울특별시 강동구 양재대로 ,천호복합 상업시설,,0,0,0,8683.3,4339.24,63127.19,19949.9,49.97,229.75,철골철근콘크리트구조,판매시설,기타지붕,6,8,49.9,0,0,719,0,0,0,0,0,0,8,0,2006-05-04,2006-10-17,2008-11-05,,0,61,,0,,0,37.5457197,127.142281,"(37.5457197,127.142281)"
658,21,집합,서울특별시 강동구 천호동 453-19,서울특별시 강동구 천호대로157길 ,나비빌딩,,0,593,0,2024,1184.22,21059.53,15066.97,58.51,744.42,철골철근콘크리트구조,판매시설,(철근)콘크리트,4,14,63.95,0,0,49,0,0,48,0,0,0,3,1,1997-05-09,2001-08-08,2003-12-31,,0,0,,0,,0,37.5382324,127.1272701,"(37.5382324,127.1272701)"
659,22,일반,서울특별시 강동구 천호동 454-1,서울특별시 강동구 천호대로 1017,신세계백화점,1동,0,0,0,4593,2333.05,17307.84,11370.2,50.8,247.55,철근콘크리트구조,판매시설,(철근)콘크리트,2,6,39.67,1,157.32,0,2,0,114,0,0,0,3,0,1984-03-29,1985-05-14,1985-05-14,,0,0,,0,,0,37.5386491,127.1255593,"(37.5386491,127.1255593)"
660,23,집합,서울특별시 강동구 천호동 563,서울특별시 강동구 구천면로 ,동아코아,,0,498,0,5542.9,2931.45,55669.27,31065.68,52.89,560.46,철근콘크리트구조,판매시설,(철근)콘크리트,6,20,65.66,0,0,420,3,0,0,0,0,0,4,2,1992-08-13,1994-03-25,1997-12-31,,0,0,,0,,0,37.5412753,127.125912,"(37.5412753,127.125912)"
661,24,일반,서울특별시 강동구 천호동 572,서울특별시 강동구 천호대로 ,현대백화점,천호점,0,0,0,8978.9,5334.41,99633.14,53769.44,59.41,598.84,철골콘크리트구조,판매시설,기타지붕,7,14,79.2,0,0,417,0,0,347,0,0,0,12,3,,,1997-08-14,,0,0,,0,,0,37.5390268,127.1244828,"(37.5390268,127.1244828)"
662,1,집합,서울특별시 서대문구 대현동 144,서울특별시 서대문구 이화여대길 50-5,럭키대현아파트,이룸타워,0,362,0,37165.2,853.74,7784.811,4499.871,2.29,12.108,철근콘크리트구조,판매시설,(철근)콘크리트,3,6,26.66,0,0,29,29,0,0,0,0,0,3,0,1986-12-03,1987-07-15,2006-07-21,,0,0,,0,,0,37.5595234,126.9479632,"(37.5595234,126.9479632)"
663,2,집합,서울특별시 서대문구 대현동 145,서울특별시 서대문구 이화여대1길 ,예스 에이피엠,,1695,0,0,3063.9,1834.06,30809.32,18329.75,59.86,598.25,철골철근콘크리트구조,판매시설,(철근)콘크리트,6,13,67.83,0,0,157,0,0,0,0,0,0,4,1,2003-11-07,2005-01-31,2007-08-03,,0,0,,0,,0,37.5576484,126.9449269,"(37.5576484,126.9449269)"
664,3,집합,서울특별시 서대문구 대현동 56-76,서울특별시 서대문구 이화여대길 ,,,1,0,0,0,0,998.02,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,2,3,0,0,0,0,0,0,0,,,1982-12-30,,0,0,,0,,0,37.5586817,126.9455512,"(37.5586817,126.9455512)"
665,4,집합,서울특별시 서대문구 북가좌동 338-19,서울특별시 서대문구 증가로32안길 31-10,,씨동,0,7,0,0,0,292.9,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1977-11-09,,0,0,,0,,0,37.5848089,126.9128939,"(37.5848089,126.9128939)"
666,5,집합,서울특별시 서대문구 북가좌동 338-19,서울특별시 서대문구 증가로32안길 31-10,,디동,0,51,0,0,0,484.3,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1977-11-09,,0,0,,0,,0,37.5848089,126.9128939,"(37.5848089,126.9128939)"
667,6,일반,서울특별시 서대문구 북가좌동 338-19,서울특별시 서대문구 증가로32안길 31-10,,에이동,0,0,0,0,0,269.75,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1977-11-09,,0,0,,0,,0,37.5848089,126.9128939,"(37.5848089,126.9128939)"
668,7,집합,서울특별시 서대문구 북가좌동 338-19,서울특별시 서대문구 증가로32안길 31-10,,비동,0,42,0,0,0,561.65,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1977-11-09,,0,0,,0,,0,37.5848089,126.9128939,"(37.5848089,126.9128939)"
669,8,집합,서울특별시 서대문구 신촌동 74-12,서울특별시 서대문구 신촌역로 ,신촌민자역사,,11,0,0,18065,9644.611,29942.53,23504.109,53.39,130.11,철골철근콘크리트구조,판매시설,(철근)콘크리트,2,6,41.1,0,0,267,0,0,0,0,0,0,0,0,2003-12-29,2004-03-04,2008-01-25,,0,0,,0,,0,37.5598056,126.9419226,"(37.5598056,126.9419226)"
670,9,일반,서울특별시 서대문구 연희동 87-5,서울특별시 서대문구 연희로 ,더 베이(THE BAY),,0,0,0,4230.9,2067.1,4543.51,3239.1,48.86,76.56,일반철골구조,판매시설,(철근)콘크리트,1,3,14.15,0,0,0,90,0,0,0,0,0,1,0,2017-05-25,2017-06-01,2018-08-27,,0,0,,0,,0,37.5703147,126.9343993,"(37.5703147,126.9343993)"
671,10,일반,서울특별시 서대문구 창천동 30-1,서울특별시 서대문구 연세로 ,현대백화점 U-PLEX,,0,0,0,1805.5,1040.59,21839.28,11565.36,57.63,640.56,철골철근콘크리트구조,판매시설,(철근)콘크리트,7,12,59.7,0,0,91,0,0,0,0,0,0,3,1,2007-08-01,2007-12-20,2009-08-13,,0,0,,0,,0,37.5567705,126.9365745,"(37.5567705,126.9365745)"
672,11,일반,서울특별시 서대문구 창천동 30-33,서울특별시 서대문구 신촌로 ,,,0,0,0,6037.9,3613.05,62877.27,34722.84,59.84,575.08,철근콘크리트구조,판매시설,(철근)콘크리트,6,12,56.95,0,0,251,162,0,0,0,0,0,7,1,1990-04-26,199005,1992-11-18,,0,0,,0,,0,37.5561603,126.9358774,"(37.5561603,126.9358774)"
673,12,집합,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구  ,,6호동,0,3,0,0,0,70.08,0,0,0,벽돌구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-02-14,,0,0,,0,,0,37.5910687,126.9432056,"(37.5910687,126.943205599999)"
674,13,집합,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구  ,,8호동,1,0,0,0,0,40.66,0,0,0,벽돌구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1978-03-14,,0,0,,0,,0,37.5910687,126.9432056,"(37.5910687,126.943205599999)"
675,14,집합,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구  ,,1호동,1,58,0,0,0,2597.29,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5910687,126.9432056,"(37.5910687,126.943205599999)"
676,15,집합,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구  ,,5호동,0,14,0,0,0,201.59,0,0,0,벽돌구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-02-14,,0,0,,0,,0,37.5910687,126.9432056,"(37.5910687,126.943205599999)"
677,16,집합,서울특별시 서대문구 홍제동 298-7,서울특별시 서대문구  ,,7호동,0,6,0,0,0,112.99,0,0,0,벽돌구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-02-14,,0,0,,0,,0,37.5910687,126.9432056,"(37.5910687,126.943205599999)"
678,17,집합,서울특별시 서대문구 홍제동 298-9,서울특별시 서대문구  ,,3호동,0,6,0,0,0,129.59,0,0,0,벽돌구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-02-14,,0,0,,0,,0,37.5908172,126.9429259,"(37.5908172,126.9429259)"
679,18,집합,서울특별시 서대문구 홍제동 298-9,서울특별시 서대문구  ,,,0,38,0,0,0,718.45,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,,0,37.5908172,126.9429259,"(37.5908172,126.9429259)"
680,19,집합,서울특별시 서대문구 홍제동 298-9,서울특별시 서대문구  ,,2호동,0,11,0,0,0,727.87,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-02-14,,0,0,,0,,0,37.5908172,126.9429259,"(37.5908172,126.9429259)"
681,20,집합,서울특별시 서대문구 홍제동 298-9,서울특별시 서대문구  ,,4호동,0,7,0,0,0,169.52,0,0,0,벽돌구조,판매시설,(철근)콘크리트,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-02-14,,0,0,,0,,0,37.5908172,126.9429259,"(37.5908172,126.9429259)"
682,21,집합,서울특별시 서대문구 홍제동 331,서울특별시 서대문구 통일로39가길 ,홍제현대아파트,상가,3,59,0,0,0,2064.42,0,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1987-12-30,,1992-07-08,,0,0,,0,,0,37.5890017,126.9414014,"(37.5890017,126.9414014)"
683,22,집합,서울특별시 서대문구 홍제동 459,서울특별시 서대문구 통일로34길 ,홍제원현대아파트,상가1동,97,0,0,0,1016.5,4825.75,2012.75,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,3,2,8.44,0,0,0,44,0,0,0,0,0,0,0,1991-09-30,1994-08-30,2000-06-14,,0,0,,0,,0,37.5876675,126.9495987,"(37.5876675,126.9495987)"
684,23,집합,서울특별시 서대문구 홍제동 459,서울특별시 서대문구 세무서2길 ,홍제원현대아파트,상가2동,11,0,0,0,420,884,840,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,7.9,0,0,0,10,0,0,0,0,0,0,0,1991-09-30,1994-08-30,2000-06-14,,0,0,,0,,0,37.5876675,126.9495987,"(37.5876675,126.9495987)"
685,1,일반,서울특별시 강남구 개포동 1197-2,서울특별시 강남구 논현로10길 ,,,0,0,0,3095.1,1744.66,12684.59,6163.05,56.37,199.12,철골철근콘크리트구조,판매시설,(철근)콘크리트,3,5,22.54,0,0,84,0,0,0,0,0,0,3,0,2010-12-22,2011-02-18,2012-06-15,,0,0,,0,,0,37.4753031,127.050419,"(37.4753031,127.050419)"
686,2,집합,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 ,대치종합상가,대치종합상가,0,52,0,0,782.4,3810.91,2272.32,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1992-10-14,,0,0,,0,,0,37.4941776,127.07521,"(37.4941776,127.07521)"
687,3,집합,서울특별시 강남구 개포동 12,서울특별시 강남구 개포로109길 ,대치아파트단지내상가,,0,50,0,0,531.72,2443.94,1595.16,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1992-10-11,,0,0,,0,,0,37.4941776,127.07521,"(37.4941776,127.07521)"
688,4,집합,서울특별시 강남구 개포동 14-1,서울특별시 강남구 개포로109길 ,,,0,88,0,1087.8,651.09,4989.14,3226.94,59.85,296.65,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,0,0,0,0,0,0,44,0,0,0,1,0,199610,199611,1998-06-16,,0,0,,0,,0,37.494214,127.0776303,"(37.494214,127.0776303)"
689,5,집합,서울특별시 강남구 개포동 177,서울특별시 강남구 개포로 409,현대아파트상가,,0,4,0,0,171.6,514.8,343.2,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1984-12-29,,1986-03-31,,0,0,,0,,0,37.487889,127.0609595,"(37.487889,127.0609595)"
690,6,집합,서울특별시 강남구 개포동 185,서울특별시 강남구 개포로 ,개포주공 6단지상가,6,0,20,0,0,584.52,1209.96,1169.04,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1982-05-22,,1983-10-26,,0,0,,0,,0,37.4888651,127.0716553,"(37.4888651,127.0716553)"
691,7,집합,서울특별시 강남구 개포동 187,서울특별시 강남구 삼성로4길 ,개포주공5단지상가,상가,18,0,0,0,0,1154.83,0,0,0,철근콘크리트구조,판매시설,기와,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1981-05-22,,1983-10-26,,0,0,,0,,0,37.4876173,127.0684995,"(37.4876173,127.0684995)"
692,8,집합,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 ,경남상가,경남상가,0,33,0,0,525.5,1819.9,1028.7,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1982-09-27,,1984-03-08,,0,0,,0,,0,37.4845189,127.0541788,"(37.4845189,127.0541788)"
693,9,집합,서울특별시 강남구 개포동 649,서울특별시 강남구 언주로 ,경남2차상가지하,상가,0,29,0,0,358.4,1095.2,716.8,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1983-08-01,,1984-11-01,,0,0,,0,,0,37.4845189,127.0541788,"(37.4845189,127.0541788)"
694,10,집합,서울특별시 강남구 개포동 652,서울특별시 강남구 개포로 ,우성아파트상가동,상가,0,14,0,0,625.12,2222.46,1232.46,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1983-11-02,,1984-12-31,,0,0,,0,,0,37.4839751,127.0560194,"(37.4839751,127.0560194)"
695,11,집합,서울특별시 강남구 개포동 653,서울특별시 강남구 개포로 ,현대아파트상가,현대아파트상가,0,27,0,0,565.5,1911,1387.5,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1983-01-21,,1984-04-20,,0,0,,0,,0,37.4826743,127.0544301,"(37.4826743,127.0544301)"
696,12,일반,서울특별시 강남구 논현동 121,서울특별시 강남구 학동로 106,,1동,0,0,0,0,782.05,3099.19,2346.15,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,11.7,0,0,0,22,0,0,0,0,0,1,0,,,1974-09-20,,0,0,,0,,0,37.511141,127.0226199,"(37.511141,127.0226199)"
697,13,일반,서울특별시 강남구 논현동 124,서울특별시 강남구 학동로 ,한국가구사옥,,0,0,0,1138,669.09,3655.41,2829.66,58.8,248.65,철골철근콘크리트구조,판매시설,(철근)콘크리트,1,6,24.7,0,0,0,6,0,32,0,0,0,1,0,2000-07-07,2000-08-21,2001-07-30,,0,0,,0,,0,37.5116466,127.0243466,"(37.5116466,127.0243466)"
698,14,일반,서울특별시 강남구 논현동 125,서울특별시 강남구 학동로 ,디자인벤처스 빌딩,,0,0,0,842.6,491.45,3964.46,3369.45,58.33,399.89,철근콘크리트구조,판매시설,(철근)콘크리트,1,7,30.04,0,0,8,0,0,16,0,0,0,1,0,,,1980-08-09,,0,0,,0,,0,37.5120937,127.0254883,"(37.5120937,127.0254883)"
699,15,일반,서울특별시 강남구 논현동 130-29,서울특별시 강남구 논현로 653,,,0,0,0,1212.2,726.91,4533.57,2852.41,59.97,235.31,철골철근콘크리트구조,판매시설,(철근)콘크리트,2,4,19.13,0,0,34,0,0,0,0,0,0,1,0,2001-04-13,2001-05-21,2001-11-26,,0,0,,0,,0,37.5122144,127.0312313,"(37.5122144,127.0312313)"
700,16,일반,서울특별시 강남구 논현동 164-7,서울특별시 강남구 강남대로 ,ELECTRO MART,ELECTRO MART,0,0,0,1430.5,750.45,4813.23,2879.27,52.46,201.28,철근콘크리트구조,판매시설,(철근)콘크리트,2,5,24.7,0,0,0,4,0,43,0,0,0,1,0,2016-12-29,2017-09-01,2018-11-12,,0,72,,0,,0,37.5078489,127.0233889,"(37.5078489,127.0233889)"
701,17,일반,서울특별시 강남구 논현동 225-5,서울특별시 강남구 언주로 ,논현동 자동차전시장,,0,0,0,4156.5,1719.57,9303.85,5542.01,41.37,133.33,일반철골구조,판매시설,(철근)콘크리트,1,5,27.6,0,0,9,33,0,0,0,0,0,2,0,2008-11-11,2008-11-25,2009-09-22,,0,0,,0,,0,37.5110804,127.0355925,"(37.5110804,127.0355925)"
702,18,집합,서울특별시 강남구 논현동 227-4,서울특별시 강남구 봉은사로33길 ,양지직매상가,,0,145,0,0,901.61,3342.86,2531.28,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1978-12-05,,0,0,,0,,0,37.5100205,127.0347913,"(37.5100205,127.0347913)"
703,19,일반,서울특별시 강남구 논현동 36-8,서울특별시 강남구 논현로 ,로얄토토 논현동사옥,,0,0,0,1000.6,498.37,4839.18,2496.76,49.81,249.53,일반철골구조,판매시설,(철근)콘크리트,3,7,33.86,0,0,30,0,0,0,0,0,0,1,0,2005-03-31,2005-04-04,2006-10-27,,0,0,,0,,0,37.5152837,127.029746,"(37.5152837,127.029746)"
704,20,일반,서울특별시 강남구 논현동 55-16,서울특별시 강남구 학동로 ,,,0,0,0,1053.1,405.56,1551.48,1919.05,38.51,182.23,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1975-10-15,,0,0,,0,,0,37.5124099,127.0247964,"(37.5124099,127.0247964)"
705,21,일반,서울특별시 강남구 논현동 56-16,서울특별시 강남구 학동로 133,동암빌딩,,0,0,0,667,388.81,3523.97,1984.47,58.29,297.52,철근콘크리트구조,판매시설,(철근)콘크리트,3,7,23.22,0,0,27,1,0,0,0,0,0,1,0,2000-08-09,2002-09-15,2004-01-16,,0,0,,0,,0,37.5126471,127.0254783,"(37.5126471,127.0254783)"
706,22,일반,서울특별시 강남구 논현동 60-7,서울특별시 강남구 도산대로 ,,,0,0,0,575.4,270.54,2330.74,1337.86,47.02,232.51,철근콘크리트구조,판매시설,(철근)콘크리트,3,5,24.4,0,0,3,3,0,20,0,0,0,0,0,1987-11-20,1987-12-27,1988-11-25,,0,0,,0,,0,37.5199501,127.0302631,"(37.5199501,127.0302631)"
707,23,일반,서울특별시 강남구 논현동 61,서울특별시 강남구 도산대로 ,에이스침대 사옥,,0,0,0,995.3,517.94,7203.18,5223.07,52.04,524.77,철골철근콘크리트구조,판매시설,(철근)콘크리트,3,14,68,0,0,0,1,0,42,0,0,0,1,1,2003-06-30,2003-11-25,2007-07-11,,0,0,,0,,0,37.5202477,127.0308284,"(37.5202477,127.0308284)"
708,24,집합,서울특별시 강남구 논현동 61-3,서울특별시 강남구 도산대로 ,엠포리아 빌딩,,0,17,0,888.8,442.37,5300.39,4057.67,49.77,456.53,철근콘크리트구조,판매시설,기타지붕,2,15,69.5,0,0,0,7,0,34,0,0,0,1,1,2003-05-27,2003-06-23,2006-03-30,,0,0,,0,,0,37.5202614,127.0311527,"(37.5202614,127.0311527)"
709,25,일반,서울특별시 강남구 논현동 87-8,서울특별시 강남구 학동로 ,nexus빌딩,,0,0,0,941.8,562.12,3048.62,2057.8,59.69,218.5,철근콘크리트구조,판매시설,(철근)콘크리트,2,6,23.78,0,0,0,0,0,14,1,0,0,0,0,1990-03-21,,1990-05-30,,0,0,,0,,0,37.5143815,127.0309742,"(37.5143815,127.0309742)"
710,26,일반,서울특별시 강남구 논현동 94-2,서울특별시 강남구 도산대로54길 ,94-2 학일빌딩,가동,0,0,0,1968.9,824.96,4068.68,4039.56,41.9,205.17,일반철골구조,판매시설,(철근)콘크리트,1,6,29.9,0,0,29,13,0,0,0,0,0,1,0,2012-04-23,2012-05-04,2012-09-14,,0,0,,0,,0,37.5227059,127.0388898,"(37.5227059,127.0388898)"
711,27,일반,서울특별시 강남구 대치동 1007,서울특별시 강남구 영동대로 ,대치동 한성모터타워,,0,0,0,1010.9,494.35,4055.78,2526.97,48.9,249.97,철골철근콘크리트구조,판매시설,(철근)콘크리트,2,7,35.1,0,0,13,12,0,14,0,0,0,2,0,2006-03-16,2006-03-23,2007-01-12,,0,0,,0,,0,37.5045759,127.0661702,"(37.5045759,127.0661702)"
712,28,집합,서울특별시 강남구 대치동 1019-12,서울특별시 강남구 삼성로 ,,,0,39,0,0,598.81,2453.69,1848.6,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1978-12-28,,0,0,,0,,0,37.497603,127.0611433,"(37.497603,127.0611433)"
713,29,집합,서울특별시 강남구 대치동 316,서울특별시 강남구 삼성로 ,은마상가에이브럭,에이,0,248,0,0,7548.43,28723.59,22115.17,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1979-09-05,,0,0,,0,,0,37.4974136,127.0653181,"(37.4974136,127.065318099999)"
714,30,집합,서울특별시 강남구 대치동 316,서울특별시 강남구 삼성로 ,은마상가비부럭,비,0,243,0,0,7548.43,28723.59,22115.17,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1979-08-30,,0,0,,0,,0,37.4974136,127.0653181,"(37.4974136,127.065318099999)"
715,31,일반,서울특별시 강남구 대치동 50-8,서울특별시 강남구 영동대로 ,LG전자 베스트샵 대치점,LG전자 베스트샵 대치점,0,0,0,1484,660.1,2575.92,2575.92,44.48,173.58,일반철골구조,판매시설,(철근)콘크리트,0,5,24.1,0,0,0,24,0,0,0,0,0,2,0,2018-05-04,2018-05-30,2019-01-09,,0,66,,0,,0,37.4971582,127.0704095,"(37.4971582,127.0704095)"
716,32,집합,서울특별시 강남구 대치동 500,서울특별시 강남구 남부순환로 ,우성아파트상가,상가,0,60,0,0,2040.33,9482.35,6084.08,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1983-06-07,,1984-12-15,,0,0,,0,,0,37.4908358,127.0572453,"(37.4908357999999,127.0572453)"
717,33,집합,서울특별시 강남구 대치동 506,서울특별시 강남구 삼성로 ,선경상가,선경상가,0,41,0,0,748,3740,2244,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1982-10-18,,1984-03-30,,0,0,,0,,0,37.4921221,127.0625637,"(37.4921221,127.0625637)"
718,34,집합,서울특별시 강남구 대치동 511,서울특별시 강남구 삼성로 ,,한보종합상가,0,222,0,0,3458.39,13674.2,9870.69,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,1,250.24,0,0,0,0,0,0,0,0,0,1982-05-04,,1984-01-30,,0,0,,0,,0,37.4933854,127.067338,"(37.4933854,127.067338)"
719,35,집합,서울특별시 강남구 대치동 623,서울특별시 강남구 남부순환로 ,남서울종합시장,,0,240,0,0,2145,9759.21,6435,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,3,0,0,0,0,0,0,0,0,0,0,0,0,,,1981-07-01,,0,0,,0,,0,37.4936031,127.0597029,"(37.4936031,127.0597029)"
720,36,집합,서울특별시 강남구 대치동 626,서울특별시 강남구 남부순환로 ,청실상가동,,0,144,0,0,1668.25,8627.49,6959.24,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1979-05-07,,0,0,,0,,0,37.493145,127.0590793,"(37.493145,127.0590793)"
721,37,집합,서울특별시 강남구 대치동 63,서울특별시 강남구 영동대로 ,대치우성아파트상가,상가,0,21,0,0,465.36,1373,866.12,0,0,철근콘크리트구조,판매시설,(철근)콘크리트,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1982-12-03,,1984-01-27,,0,0,,0,,0,37.5002345,127.0691055,"(37.5002345,127.0691055)"
